,index,Global_active_power,Global_reactive_power,Voltage,Sub_metering_total,Hour,Minutes,day,month,year
5798,987540,0.494,0.05,239.88,0,12,24,1,11,2008
5799,1253518,0.248,0,240.42,0,5,22,5,5,2009
5800,1734006,1.606,0.226,243.17,20,21,30,3,4,2010
5801,407609,1.128,0.056,234.58,0,18,53,25,9,2007
5802,1243902,1.532,0.084,240.7,19,13,6,28,4,2009
5803,1501020,0.34,0.098,244.94,1,2,24,24,10,2009
5804,1957760,1.418,0,240.45,20,6,44,6,9,2010
5805,1554076,0.386,0.122,243.59,1,22,40,29,11,2009
5806,410440,0.302,0.088,240.02,0,18,4,27,9,2007
5807,2068414,0.326,0.094,244.5,0,2,58,22,11,2010
5808,317148,1.194,0.206,237.86,13,23,12,24,7,2007
5809,508324,0.222,0,241.73,0,17,28,4,12,2007
5810,222487,0.322,0.08,235.52,0,5,31,20,5,2007
5811,1717087,0.396,0.246,243.45,1,3,31,23,3,2010
5812,42942,0.55,0.154,241.28,0,13,6,15,1,2007
5813,1219734,1.814,0.404,239.95,20,18,18,11,4,2009
5814,1868826,0.356,0.216,241.16,2,12,30,6,7,2010
5815,496419,1.57,0.07,240.17,18,11,3,26,11,2007
5816,830815,1.698,0.184,239.28,19,16,19,15,7,2008
5817,544858,0.526,0.082,247.74,0,2,22,30,12,2007
5818,123995,2.662,0.072,237.9,17,19,59,12,3,2007
5819,303433,0.47,0.13,240.4,0,10,37,15,7,2007
5820,579349,0.338,0,242.08,0,1,13,23,1,2008
5821,1355650,0.254,0.104,242.24,1,3,34,15,7,2009
5822,1963447,0.25,0.056,241.86,2,5,31,10,9,2010
5823,888581,0.156,0.128,242.66,1,19,5,24,8,2008
5824,914405,0.216,0.076,238.53,0,17,29,11,9,2008
5825,1247160,2.286,0.07,238.47,18,19,24,30,4,2009
5826,1788646,1.222,0.046,241.03,0,20,10,11,5,2010
5827,1447836,0.356,0.212,242.85,2,4,0,17,9,2009
5828,1289983,1.724,0.23,242.1,19,13,7,30,5,2009
5829,647497,1.378,0,239.38,18,9,1,10,3,2008
5830,1075386,0.212,0.07,240.5,0,12,30,1,1,2009
5831,1965436,1.414,0.05,238.86,22,14,40,11,9,2010
5832,1588397,2.598,0.162,241.28,16,18,41,23,12,2009
5833,82999,1.434,0.088,237.47,19,8,43,12,2,2007
5834,538015,1.482,0.27,244.37,0,8,19,25,12,2007
5835,140196,1.376,0.082,241.44,18,2,0,24,3,2007
5836,400269,0.262,0.2,242.08,1,16,33,20,9,2007
5837,1412419,0.226,0.118,240.6,1,13,43,23,8,2009
5838,643842,2.684,0.228,237.26,17,20,6,7,3,2008
5839,1339746,0.232,0.13,242.68,1,2,30,4,7,2009
5840,1670935,0.35,0.098,243.44,1,2,19,19,2,2010
5841,497377,0.228,0,246.52,0,3,1,27,11,2007
5842,1007248,0.264,0.07,242.8,0,4,52,15,11,2008
5843,2041581,0.404,0.212,244.35,2,11,45,3,11,2010
5844,825358,0.212,0,239.73,1,21,22,11,7,2008
5845,1921493,0.248,0.114,239.42,1,2,17,12,8,2010
5846,736680,0.922,0.232,240.25,12,7,24,11,5,2008
5847,1791733,0.428,0.168,246.5,0,23,37,13,5,2010
5848,1030514,1.622,0.146,239.72,19,8,38,1,12,2008
5849,791490,1.444,0.246,239.27,20,8,54,18,6,2008
5850,463120,0.304,0.112,242.31,0,8,4,3,11,2007
5851,1047548,0.302,0.072,243.96,2,4,32,13,12,2008
5852,1674208,1.568,0.068,242.95,19,8,52,21,2,2010
5853,6411,0.204,0,243.6,0,4,15,21,12,2006
5854,112000,0.366,0.204,240.04,1,12,4,4,3,2007
5855,211361,0.402,0.332,235.2,2,12,5,12,5,2007
5856,606224,0.856,0.052,239.81,0,17,8,10,2,2008
5857,753168,0.252,0.14,240.02,1,18,12,22,5,2008
5858,1130690,0.444,0.072,243.32,0,22,14,8,2,2009
5859,542608,1.618,0.082,242.9,18,12,52,28,12,2007
5860,1979671,0.59,0.16,238.07,1,11,55,21,9,2010
5861,860715,1.364,0.188,237.38,17,10,39,5,8,2008
5862,591635,0.502,0.09,243.71,0,13,59,31,1,2008
5863,324501,0.156,0,237.7,0,1,45,30,7,2007
5864,293448,0.546,0.224,238.95,3,12,12,8,7,2007
5865,1248961,0.258,0,244.29,0,1,25,2,5,2009
5866,1688033,0.256,0,242.23,1,23,17,2,3,2010
5867,362155,0.212,0.136,242.61,0,5,19,25,8,2007
5868,1976030,0.22,0.062,243.7,1,23,14,18,9,2010
5869,1640035,0.354,0.144,246.65,2,15,19,28,1,2010
5870,1787772,0.254,0,243.8,1,5,36,11,5,2010
5871,1493913,0.318,0.066,242.27,0,3,57,19,10,2009
5872,535919,3.016,0,240.32,18,21,23,23,12,2007
5873,1612207,2.952,0.186,246.84,19,7,31,9,1,2010
5874,1556062,2.772,0.098,240.02,19,7,46,1,12,2009
5875,95992,1.414,0.202,238.44,18,9,16,21,2,2007
5876,1084210,3.072,0.296,245.67,41,15,34,7,1,2009
5877,729921,2.008,0.192,239.84,24,14,45,6,5,2008
5878,84480,0.586,0.094,240.48,1,9,24,13,2,2007
5879,1938823,0.214,0,241.04,1,3,7,24,8,2010
5880,856170,0.21,0.066,240.28,0,6,54,2,8,2008
5881,719181,0.256,0,243.44,1,3,45,29,4,2008
5882,695857,2.584,0.21,240.38,19,23,1,12,4,2008
5883,1145780,0.296,0.07,238.85,0,9,44,19,2,2009
5884,1312757,1.252,0.072,238.86,18,8,41,15,6,2009
5885,552620,0.48,0,239.02,0,11,44,4,1,2008
5886,1590145,2.7,0.09,239.55,18,23,49,24,12,2009
5887,845650,1.006,0.338,241.71,12,23,34,25,7,2008
5888,862322,0.082,0,241.23,1,13,26,6,8,2008
5889,1490346,0.32,0.08,242.42,1,16,30,16,10,2009
5890,1155332,0.218,0,242.56,0,0,56,26,2,2009
5891,756025,1.378,0.1,240.64,20,17,49,24,5,2008
5892,658796,0.224,0,243.46,0,5,20,18,3,2008
5893,960826,0.428,0.204,242.68,3,23,10,13,10,2008
5894,429890,0.344,0.052,238.69,0,6,14,11,10,2007
5895,972954,1.566,0.194,239.97,18,9,18,22,10,2008
5896,586911,2.11,0,236.93,0,7,15,28,1,2008
5897,974421,1.32,0,241.49,19,9,45,23,10,2008
5898,1046173,0.214,0.052,246.94,0,5,37,12,12,2008
5899,208467,0.232,0.12,236.65,0,11,51,10,5,2007
5900,568754,1.966,0.06,239.63,18,16,38,15,1,2008
5901,1035517,2.838,0.096,238.89,18,20,1,4,12,2008
5902,781163,1.332,0.124,241.25,18,4,47,11,6,2008
5903,79537,1.054,0.086,243.2,3,23,1,9,2,2007
5904,689143,2.902,0.154,240.62,19,7,7,8,4,2008
5905,1445211,1.662,0.194,236.16,17,8,15,15,9,2009
5906,332119,0.27,0.092,235.27,0,8,43,4,8,2007
5907,1613433,0.246,0,245.14,1,3,57,10,1,2010
5908,404643,1.618,0.256,238.4,18,17,27,23,9,2007
5909,287362,0.344,0.21,241.88,1,6,46,4,7,2007
5910,507418,0.228,0,243.8,0,2,22,4,12,2007
5911,1687347,0.424,0.222,241.22,1,11,51,2,3,2010
5912,1683948,0.538,0.112,246.06,1,3,12,28,2,2010
5913,1892527,0.372,0.088,243.35,1,23,31,22,7,2010
5914,1750366,0.402,0.212,240.58,2,6,10,15,4,2010
5915,1447948,0.302,0.116,241.94,1,5,52,17,9,2009
5916,1380673,0.308,0.26,241.96,1,12,37,1,8,2009
5917,921684,0.428,0.07,238.9,0,18,48,16,9,2008
5918,1818813,0.354,0,243.23,1,18,57,1,6,2010
5919,1912479,0.338,0.228,242.11,1,20,3,5,8,2010
5920,1127645,2.128,0.288,240.23,1,19,29,6,2,2009
5921,1447598,0.28,0.098,245.28,1,0,2,17,9,2009
5922,342084,0.128,0,235.26,0,6,48,11,8,2007
5923,1117517,2.086,0.066,241.09,18,18,41,30,1,2009
5924,1347140,0.188,0,243.98,1,5,44,9,7,2009
5925,1232845,1.106,0.258,239.64,1,20,49,20,4,2009
5926,355532,1.438,0.15,241.86,21,14,56,20,8,2007
5927,888408,0.192,0.15,239.8,1,16,12,24,8,2008
5928,944082,1.54,0.08,237.37,18,8,6,2,10,2008
5929,1103123,0.472,0.088,240.66,0,18,47,20,1,2009
5930,297986,0.228,0.116,240.53,0,15,50,11,7,2007
5931,580826,0.216,0.046,239.74,0,1,50,24,1,2008
5932,1895425,1.798,0.406,240.47,14,23,49,24,7,2010
5933,693065,1.492,0.088,243.12,20,0,29,11,4,2008
5934,146839,3.494,0.164,241.22,54,16,43,28,3,2007
5935,1653680,1.498,0.184,245.41,20,2,44,7,2,2010
5936,819135,0.286,0.212,239.22,2,13,39,7,7,2008
5937,711512,1.604,0.22,239.83,19,19,56,23,4,2008
5938,53810,0.554,0.234,245.7,2,2,14,23,1,2007
5939,508673,0.82,0,245.46,0,23,17,4,12,2007
5940,219408,0.21,0,236.73,0,2,12,18,5,2007
5941,1369119,0.212,0.114,240.06,2,12,3,24,7,2009
5942,683220,0.338,0.09,242.63,0,4,24,4,4,2008
5943,1155975,1.326,0.054,238.29,18,11,39,26,2,2009
5944,1625072,0.348,0.13,243.57,1,5,56,18,1,2010
5945,51053,0.216,0,245.09,0,4,17,21,1,2007
5946,1545875,0.614,0.362,246.48,1,5,59,24,11,2009
5947,1528465,0.306,0.104,246.81,2,3,49,12,11,2009
5948,1452609,1.33,0.08,240.69,18,11,33,20,9,2009
5949,1826188,2.736,0.314,235.78,19,21,52,6,6,2010
5950,1744148,0.64,0.06,240.06,0,22,32,10,4,2010
5951,818928,1.346,0.204,237.94,18,10,12,7,7,2008
5952,400560,2.692,0.178,239.37,18,21,24,20,9,2007
5953,278309,0.47,0.342,239.08,2,23,53,27,6,2007
5954,1324155,0.64,0.098,239.84,0,6,39,23,6,2009
5955,567254,0.478,0.08,241.74,2,15,38,14,1,2008
5956,808551,0.138,0,240.5,0,5,15,30,6,2008
5957,1643958,0.32,0.1,245.74,2,8,42,31,1,2010
5958,781589,0.398,0.222,238.71,1,11,53,11,6,2008
5959,1216347,1.424,0.102,241.06,19,9,51,9,4,2009
5960,2070227,1.342,0,233.45,17,9,11,23,11,2010
5961,1623358,0.246,0,245.47,1,1,22,17,1,2010
5962,897764,0.336,0.384,242,3,4,8,31,8,2008
5963,1213524,1.494,0.196,240.07,18,10,48,7,4,2009
5964,275871,1.4,0.054,237.93,18,7,15,26,6,2007
5965,741970,1.534,0.246,242.48,20,23,34,14,5,2008
5966,1138728,1.564,0.086,239.16,17,12,12,14,2,2009
5967,1521979,0.87,0.07,240.89,0,15,43,7,11,2009
5968,1947922,1.41,0,242.64,19,10,46,30,8,2010
5969,353836,0.214,0.14,242.79,0,10,40,19,8,2007
5970,565440,1.51,0.25,238.1,1,9,24,13,1,2008
5971,1751871,1.604,0.066,240.53,19,7,15,16,4,2010
5972,366936,1.15,0,237.46,17,13,0,28,8,2007
5973,271385,0.214,0.122,238.55,0,4,29,23,6,2007
5974,1962836,0.39,0.134,243.51,1,19,20,9,9,2010
5975,747654,3.444,0.288,237.29,38,22,18,18,5,2008
5976,590716,0.514,0.096,243.8,0,22,40,30,1,2008
5977,106561,0.348,0.142,245.59,0,17,25,28,2,2007
5978,390911,0.274,0,240.55,0,4,35,14,9,2007
5979,1117209,2.168,0.054,243,18,13,33,30,1,2009
5980,557357,0.642,0.06,238.66,0,18,41,7,1,2008
5981,133520,1.654,0.104,240.9,18,10,44,19,3,2007
5982,27161,2.738,0.184,241.19,38,14,5,4,1,2007
5983,1400187,0.156,0,244.01,1,1,51,15,8,2009
5984,160711,0.334,0,243.37,0,7,55,7,4,2007
5985,1973045,1.216,0.092,238.05,1,21,29,16,9,2010
5986,1447575,1.36,0.096,243.26,20,23,39,16,9,2009
5987,2043725,0.362,0.086,246.01,2,23,29,4,11,2010
5988,1236890,0.314,0,243.92,1,16,14,23,4,2009
5989,766778,0.162,0,242.45,1,5,2,1,6,2008
5990,546126,0.64,0,241.67,0,23,30,30,12,2007
5991,1504011,0.34,0.116,243.13,1,4,15,26,10,2009
5992,198767,0.274,0.1,237.3,0,18,11,3,5,2007
5993,1650054,1.348,0,243.78,18,14,18,4,2,2010
5994,218415,0.536,0.21,233.39,0,9,39,17,5,2007
5995,776736,0.158,0,242.31,1,3,0,8,6,2008
5996,275350,2.92,0.338,237.31,35,22,34,25,6,2007
5997,1451655,1.926,0.332,241.12,1,19,39,19,9,2009
5998,512166,1.372,0.104,238.82,18,9,30,7,12,2007
5999,1143610,0.38,0,242.24,0,21,34,17,2,2009
6000,1427404,0.278,0,244.76,1,23,28,2,9,2009
6001,2933,2.684,0.078,233.58,17,18,17,18,12,2006
6002,889549,0.268,0.282,242.78,2,11,13,25,8,2008
6003,953194,0.278,0,242.71,1,15,58,8,10,2008
6004,2003287,2.686,0,240.4,19,21,31,7,10,2010
6005,269884,0.126,0,241.67,0,3,28,22,6,2007
6006,1318695,0.136,0,240.8,1,11,39,19,6,2009
6007,314771,0.222,0.098,234.54,0,7,35,23,7,2007
6008,1190366,0.342,0.068,242.76,0,8,50,22,3,2009
6009,1574753,3.358,0.388,241.42,29,7,17,14,12,2009
6010,639455,1.212,0.052,232.97,17,18,59,4,3,2008
6011,1392279,0.316,0.264,242.99,1,14,3,9,8,2009
6012,1504875,1.27,0,239.75,1,18,39,26,10,2009
6013,1045528,1.508,0.1,239.17,0,18,52,11,12,2008
6014,1243973,1.46,0,242.06,19,14,17,28,4,2009
6015,427335,0.218,0,239.48,0,11,39,9,10,2007
6016,1706874,0.278,0,240.96,1,1,18,16,3,2010
6017,958427,0.35,0.092,240.36,1,7,11,12,10,2008
6018,1761909,1.844,0.078,243.07,18,6,33,23,4,2010
6019,1677069,1.302,0.048,239.84,19,8,33,23,2,2010
6020,956176,0.248,0,239.17,1,17,40,10,10,2008
6021,1915326,0.162,0,243.31,0,19,30,7,8,2010
6022,1492542,0.33,0.078,241.63,1,5,6,18,10,2009
6023,1882951,0.156,0,242.27,1,7,55,16,7,2010
6024,324417,0.27,0.224,238.1,0,0,21,30,7,2007
6025,795570,0.242,0.122,239.91,1,4,54,21,6,2008
6026,1784319,0.48,0.318,239.48,1,20,3,8,5,2010
6027,815109,1.498,0.134,239.42,21,18,33,4,7,2008
6028,166753,1.45,0.22,239.35,18,12,37,11,4,2007
6029,1950588,0.338,0.11,242.92,0,7,12,1,9,2010
6030,348566,0.286,0.246,242.01,0,18,50,15,8,2007
6031,249830,0.25,0,235.32,0,5,14,8,6,2007
6032,1511528,1.384,0.056,236.98,18,9,32,31,10,2009
6033,35425,2.9,0.198,239.72,17,7,49,10,1,2007
6034,1091544,0.976,0.064,242.72,0,17,48,12,1,2009
6035,2007505,2.286,0.246,236.91,20,19,49,10,10,2010
6036,211624,1.284,0.104,234.53,17,16,28,12,5,2007
6037,71458,2.792,0.106,242.76,0,8,22,4,2,2007
6038,1081094,1.532,0.186,242.68,19,11,38,5,1,2009
6039,1567181,0.242,0,242.38,0,1,5,9,12,2009
6040,399312,0.114,0,244.19,0,0,36,20,9,2007
6041,1642285,0.426,0.228,246.16,0,4,49,30,1,2010
6042,1636561,0.34,0.074,245.23,1,5,25,26,1,2010
6043,656586,0.522,0,244.74,0,16,30,16,3,2008
6044,472184,1.612,0.084,237.55,17,15,8,9,11,2007
6045,1035757,1.004,0.18,245.15,0,0,1,5,12,2008
6046,808238,1.788,0.112,239.75,18,0,2,30,6,2008
6047,1694768,0.456,0.192,244.11,0,15,32,7,3,2010
6048,565072,2.36,0.05,241.86,17,3,16,13,1,2008
6049,348999,0.362,0.13,239.39,0,2,3,16,8,2007
6050,1967900,1.988,0.198,236.38,25,7,44,13,9,2010
6051,1416031,0.266,0.164,238.84,0,1,55,26,8,2009
6052,1940851,0.342,0.212,242,1,12,55,25,8,2010
6053,1839704,0.336,0.112,240.68,1,7,8,16,6,2010
6054,1887590,0.33,0.236,242.78,1,13,14,19,7,2010
6055,995046,0.332,0,240.44,0,17,30,6,11,2008
6056,217482,0.32,0.104,237.58,0,18,6,16,5,2007
6057,1242636,0.332,0,239.37,0,16,0,27,4,2009
6058,1475241,0.23,0,242.9,0,4,45,6,10,2009
6059,1313938,0.33,0.23,241.27,1,4,22,16,6,2009
6060,177258,0.416,0.24,241.18,0,19,42,18,4,2007
6061,39706,0.55,0.06,244.12,0,7,10,13,1,2007
6062,1668911,0.34,0,246.85,1,16,35,17,2,2010
6063,904133,0.834,0,236.61,9,14,17,4,9,2008
6064,1368817,0.202,0.104,243.25,1,7,1,24,7,2009
6065,1470272,0.22,0.114,241.71,1,17,56,2,10,2009
6066,430646,0.216,0,235.26,0,18,50,11,10,2007
6067,1246262,0.304,0,241.23,0,4,26,30,4,2009
6068,252335,1.448,0.218,241.04,0,22,59,9,6,2007
6069,746767,0.338,0.254,241.35,2,7,31,18,5,2008
6070,1035818,1.056,0.296,242.63,1,1,2,5,12,2008
6071,388816,1.334,0.206,238.27,18,17,40,12,9,2007
6072,1159796,0.346,0.07,243.52,1,3,20,1,3,2009
6073,2048553,2.274,0.068,235.4,19,7,57,8,11,2010
6074,1972939,2.444,0.384,237.77,20,19,43,16,9,2010
6075,1871726,0.264,0.096,240.97,1,12,50,8,7,2010
6076,1678254,0.442,0.242,243.62,1,4,18,24,2,2010
6077,2155,0.278,0.116,243.95,2,5,19,18,12,2006
6078,86215,2.364,0.12,242.03,19,14,19,14,2,2007
6079,429298,1.474,0.17,236.84,1,20,22,10,10,2007
6080,1342692,0.914,0.284,243.06,14,3,36,6,7,2009
6081,1627450,2.356,0.322,239.49,19,21,34,19,1,2010
6082,1422373,2.18,0.264,242.44,20,11,37,30,8,2009
6083,167165,0.22,0,243.52,0,19,29,11,4,2007
6084,343379,0.202,0.124,236.38,0,4,23,12,8,2007
6085,1303266,2.048,0.158,235.71,28,18,30,8,6,2009
6086,802848,1.372,0.09,237.96,18,6,12,26,6,2008
6087,108286,0.216,0,240.46,0,22,10,1,3,2007
6088,1285153,0.304,0.066,234.38,1,4,37,27,5,2009
6089,753769,0.16,0,239.12,0,4,13,23,5,2008
6090,928073,0.336,0.234,240.99,1,5,17,21,9,2008
6091,527438,0.216,0,247.3,0,0,2,18,12,2007
6092,1579375,1.368,0,246.58,19,12,19,17,12,2009
6093,967517,0.758,0.228,244.23,1,14,41,18,10,2008
6094,310276,0.196,0.096,237.12,2,4,40,20,7,2007
6095,1962601,0.36,0.176,241.46,0,15,25,9,9,2010
6096,23962,0.362,0,239.75,0,8,46,2,1,2007
6097,770473,0.246,0.11,233.5,1,18,37,3,6,2008
6098,1526848,0.256,0,245.69,1,0,52,11,11,2009
6099,1949578,1.282,0.256,238.73,10,14,22,31,8,2010
6100,208204,0.484,0.212,234.93,2,7,28,10,5,2007
6101,1627478,2.178,0.112,238.59,18,22,2,19,1,2010
6102,46751,0.476,0.38,244.25,2,4,35,18,1,2007
6103,412288,0.294,0.082,242.79,0,0,52,29,9,2007
6104,201217,0.29,0,235.51,0,11,1,5,5,2007
6105,1474016,1.25,0.054,237.11,18,8,20,5,10,2009
6106,60229,1.424,0,242.2,18,13,13,27,1,2007
6107,221705,0.364,0.178,238.05,2,16,29,19,5,2007
6108,785173,2.892,0.126,241.94,39,23,37,13,6,2008
6109,944469,0.376,0.194,243.61,2,14,33,2,10,2008
6110,916273,0.27,0.082,242.77,1,0,37,13,9,2008
6111,1371743,1.32,0.13,241.37,19,7,47,26,7,2009
6112,1828710,1.236,0.224,240.54,14,15,54,8,6,2010
6113,711557,1.51,0.206,238.15,20,20,41,23,4,2008
6114,1003601,0.72,0.28,241.43,1,16,5,12,11,2008
6115,2052434,0.744,0.206,242.94,1,0,38,11,11,2010
6116,2002318,0.312,0.058,240.85,1,5,22,7,10,2010
6117,1654346,0.448,0.198,245.18,1,13,50,7,2,2010
6118,893147,0.084,0,245.13,1,23,11,27,8,2008
6119,1762246,1.482,0.204,240.19,18,12,10,23,4,2010
6120,173271,0.13,0,242.79,0,1,15,16,4,2007
6121,289684,1.426,0.258,240.27,0,21,28,5,7,2007
6122,14166,2.722,0.254,240.01,18,13,30,26,12,2006
6123,442789,0.224,0,243.3,0,5,13,20,10,2007
6124,396428,0.194,0.05,239.35,0,0,32,18,9,2007
6125,1328207,0.32,0.224,240.68,2,2,11,26,6,2009
6126,1416490,0.292,0.14,244.02,1,9,34,26,8,2009
6127,913844,1.278,0.066,240.1,18,8,8,11,9,2008
6128,413710,0.364,0.176,238.73,1,0,34,30,9,2007
6129,739586,2.198,0.166,242.2,20,7,50,13,5,2008
6130,1032309,1.4,0.066,244.62,18,14,33,2,12,2008
6131,858772,0.312,0,236.72,4,2,16,4,8,2008
6132,552191,0.236,0,246.3,0,4,35,4,1,2008
6133,258716,1.202,0.072,235.89,17,9,20,14,6,2007
6134,1802646,0.48,0.2,241.81,1,13,30,21,5,2010
6135,1804244,1.62,0.196,239.17,18,16,8,22,5,2010
6136,1204352,0.346,0.134,247.06,1,1,56,1,4,2009
6137,1086670,1.708,0.066,242.82,18,8,34,9,1,2009
6138,1122784,1.664,0.184,242.49,18,10,28,3,2,2009
6139,1354187,0.2,0.102,241.8,1,3,11,14,7,2009
6140,1093897,1.848,0.098,244.27,21,9,1,14,1,2009
6141,320417,0.114,0,238.11,0,5,41,27,7,2007
6142,165746,0.442,0,242.11,0,19,50,10,4,2007
6143,1530390,1.314,0,242.75,19,11,54,13,11,2009
6144,656933,2.316,0.094,237.97,17,22,17,16,3,2008
6145,1962518,0.438,0.148,237.88,3,14,2,9,9,2010
6146,311499,0.202,0.078,233.23,0,1,3,21,7,2007
6147,1606351,0.36,0.132,246.91,0,5,55,5,1,2010
6148,1223370,2.906,0.14,239.09,18,6,54,14,4,2009
6149,973054,0.468,0.194,240.51,1,10,58,22,10,2008
6150,1627466,2.598,0.162,238.98,24,21,50,19,1,2010
6151,1354276,0.89,0.248,242.44,12,4,40,14,7,2009
6152,888676,0.08,0,240.83,1,20,40,24,8,2008
6153,1518538,0.246,0,241.63,1,6,22,5,11,2009
6154,72573,0.546,0.356,244.61,2,2,57,5,2,2007
6155,1921090,0.158,0,239.58,1,19,34,11,8,2010
6156,58358,0.334,0.16,247.44,0,6,2,26,1,2007
6157,633322,1.712,0.206,238.5,18,12,46,29,2,2008
6158,755972,1.366,0.098,240.45,19,16,56,24,5,2008
6159,1582866,0.368,0.064,247.09,0,22,30,19,12,2009
6160,1547874,0.454,0.34,246.65,1,15,18,25,11,2009
6161,897233,0.344,0.354,241.55,1,19,17,30,8,2008
6162,1925347,0.16,0,241.13,1,18,31,14,8,2010
6163,1459460,0.25,0.15,241.63,1,5,44,25,9,2009
6164,719793,1.68,0.276,241.5,24,13,57,29,4,2008
6165,611667,1.296,0,239.4,18,11,51,14,2,2008
6166,517714,0.302,0.082,247.51,0,5,58,11,12,2007
6167,254376,1.19,0.046,237.17,17,9,0,11,6,2007
6168,1543305,1.48,0.074,240.16,18,11,9,22,11,2009
6169,284284,0.114,0,240.95,0,3,28,2,7,2007
6170,1059609,1.304,0.058,241.62,18,13,33,21,12,2008
6171,1273648,0.438,0.232,242.32,2,4,52,19,5,2009
6172,510319,0.506,0.122,243.53,0,2,43,6,12,2007
6173,1416258,0.324,0.26,240.53,1,5,42,26,8,2009
6174,511686,0.31,0.106,245.55,0,1,30,7,12,2007
6175,1841065,0.372,0.134,239.15,3,5,49,17,6,2010
6176,1181639,1.766,0,240.52,18,7,23,16,3,2009
6177,1795435,3.302,0.398,237.91,28,13,19,16,5,2010
6178,753067,0.254,0.134,238.24,0,16,31,22,5,2008
6179,1070359,0.214,0,246.57,0,0,43,29,12,2008
6180,87041,0.252,0,241.52,0,4,5,15,2,2007
6181,1500730,2.032,0.122,239.62,16,21,34,23,10,2009
6182,124661,1.696,0,243.23,18,7,5,13,3,2007
6183,271482,1.326,0.168,239.47,19,6,6,23,6,2007
6184,213525,0.302,0.126,237.71,0,0,9,14,5,2007
6185,1912240,1.23,0,241.17,18,16,4,5,8,2010
6186,341503,0.128,0,235.39,0,21,7,10,8,2007
6187,645664,0.328,0,244.82,1,2,28,9,3,2008
6188,945939,0.33,0.108,241.94,0,15,3,3,10,2008
6189,2058289,0.378,0.19,244.95,1,2,13,15,11,2010
6190,1360266,0.31,0.052,240.77,1,8,30,18,7,2009
6191,875476,0.166,0.138,240.22,3,16,40,15,8,2008
6192,1441371,0.4,0.164,244.39,2,16,15,12,9,2009
6193,1422456,1.572,0.244,242.56,18,13,0,30,8,2009
6194,560092,0.39,0.112,241.76,1,16,16,9,1,2008
6195,1817165,0.496,0.16,241.26,1,15,29,31,5,2010
6196,54550,0.216,0,244.23,0,14,34,23,1,2007
6197,1021861,1.302,0.074,241.13,18,8,25,25,11,2008
6198,2042730,1.842,0.092,244.72,19,6,54,4,11,2010
6199,64046,0.244,0,244.96,0,4,50,30,1,2007
6200,122670,2.796,0.08,236.94,17,21,54,11,3,2007
6201,2011690,1.46,0.06,241.32,18,17,34,13,10,2010
6202,1226364,1.464,0.116,240.18,19,8,48,16,4,2009
6203,1499487,0.416,0.196,240.66,1,0,51,23,10,2009
6204,2014200,1.65,0.344,238.45,19,11,24,15,10,2010
6205,813279,0.232,0.126,238.1,1,12,3,3,7,2008
6206,903590,0.248,0.102,239.75,0,5,14,4,9,2008
6207,1420574,0.146,0,243.04,0,5,38,29,8,2009
6208,229282,2.474,0,237.96,32,22,46,24,5,2007
6209,391662,0.218,0.132,242.88,0,17,6,14,9,2007
6210,1288657,0.446,0.106,242.37,1,15,1,29,5,2009
6211,23377,0.37,0,242.02,0,23,1,1,1,2007
6212,363897,0.286,0.134,240.72,0,10,21,26,8,2007
6213,1784292,0.324,0.092,238.35,0,19,36,8,5,2010
6214,1585792,2.388,0.116,248.28,20,23,16,21,12,2009
6215,1109421,1.324,0.068,247.61,0,3,45,25,1,2009
6216,9867,1.75,0,242.44,18,13,51,23,12,2006
6217,1365891,0.224,0.114,244.62,1,6,15,22,7,2009
6218,1293270,0.812,0.196,241.63,1,19,54,1,6,2009
6219,1733294,1.584,0.222,244.36,21,9,38,3,4,2010
6220,286118,0.356,0.202,238.93,2,10,2,3,7,2007
6221,2036166,1.554,0.076,244.64,18,17,30,30,10,2010
6222,104529,0.216,0,241.57,0,7,33,27,2,2007
6223,1081364,0.29,0.052,248.26,0,16,8,5,1,2009
6224,1609635,1.348,0,244.33,19,12,39,7,1,2010
6225,181172,1.532,0,241.79,18,12,56,21,4,2007
6226,1661658,1.49,0.098,247.06,19,15,42,12,2,2010
6227,1781721,0.332,0.062,238.34,1,0,45,7,5,2010
6228,418177,0.208,0.054,242.29,0,3,1,3,10,2007
6229,1242643,0.378,0.108,241.49,1,16,7,27,4,2009
6230,45076,0.37,0.238,243.21,2,0,40,17,1,2007
6231,697487,0.352,0.116,245.77,1,2,11,14,4,2008
6232,947660,1.664,0.318,239.51,3,19,44,4,10,2008
6233,1053009,0.45,0.218,247.24,0,23,33,16,12,2008
6234,677438,0.314,0.102,244.4,1,4,2,31,3,2008
6235,936804,0.192,0,239.01,1,6,48,27,9,2008
6236,1259813,2.672,0,238.26,38,14,17,9,5,2009
6237,893146,0.084,0,244.99,0,23,10,27,8,2008
6238,1003024,1.434,0.158,241.45,0,6,28,12,11,2008
6239,1598495,1.92,0.354,242.38,0,18,59,30,12,2009
6240,1721563,0.49,0.352,242.82,2,6,7,26,3,2010
6241,1049203,1.378,0.084,240.98,0,8,7,14,12,2008
6242,728414,0.256,0,240.77,0,13,38,5,5,2008
6243,292103,1.304,0.098,239.11,17,13,47,7,7,2007
6244,1253756,1.388,0,240.15,18,9,20,5,5,2009
6245,1982771,0.262,0.086,242.02,1,15,35,23,9,2010
6246,1884792,0.254,0.124,242.34,0,14,36,17,7,2010
6247,1896842,3.278,0.132,242.24,49,23,26,25,7,2010
